string2 0,empty 1,empty 2,empty 3,string2 4,bool 5,bool 6,bool 7,bool 8,bool 9,bool 10,bool 11,bool 12,int32 13,int32 14,int32 15,int32 16,int32 17,int32 18,empty 19,int32 20,int32 21,string2 22,string2 23,string2 24,string2 25,string2 26,string2 27
"gabu_001",,,,"char_GABUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"agu_001",,,,"char_AGUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"vdora_001",,,,"char_V-DRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"exbui_001",,,,"char_XV-MON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"pec_001",,,,"char_PECKMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"sting_001",,,,"char_STINGMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"volf_001",,,,"char_WOLFMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"gall_001",,,,"char_GARURUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"kyubi_001",,,,"char_KYUBIMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"garumu_001",,,,"char_GARUMMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"wagall_001",,,,"char_WEREGARURUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"ruchef_001",,,,"char_LUCEMON_FM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"omsha_001",,,,"char_OMEGASHOUTMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"wogra_001",,,,"char_WARGREYMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"impe_001",,,,"char_IMPERIALDRAMON_FM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"god_001",,,,"char_GODDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"exa_001",,,,"char_EXAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"jies_001",,,,"char_JESMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"kaigra_001",,,,"char_KAISERGREYMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"levi_001",,,,"char_LEVIAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"sleip_001",,,,"char_SLEIPMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"mgul_001",,,,"char_METALGARURUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"mgaob_001",,,,"char_MIRAGEGAOGAMON_BM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"magul_001",,,,"char_MAGNAGARURUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"mgulb_001",,,,"char_MAGNAGARURUMON_SEPARATION",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"ravebu_001",,,,"char_RAVEMON_BM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"duke_001",,,,"char_DUKEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"dukec_001",,,,"char_DUKEMON_CM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"chadu_001",,,,"char_CHAOSDUKEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"mduke_001",,,,"char_MEDIEVALDUKEMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"alfa_001",,,,"char_ALPHAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"alfak_001",,,,"char_ALPHAMON_OURYUKEN",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"lokni_001",,,,"char_LOADKNIGHTMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"duna_001",,,,"char_DYNASMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"duft_001",,,,"char_DUFTMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"duftrm_001",,,,"char_DUFTMON_LM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"holyd_001",,,,"char_HOLYDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"alfo_001",,,,"char_ULFORCEVDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"barba_001",,,,"char_BARBAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"bel_001",,,,"char_BEELZEBUMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"belbl_001",,,,"char_BEELZEMON_BM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"lilis_001",,,,"char_LILITHMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"belfrm_001",,,,"char_BELPHEMON_RM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"belfsm_001",,,,"char_BELPHEMON_SM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"ruches_001",,,,"char_LUCEMON_SM",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"freyd_001",,,,"char_FLAMEDRAMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"aonb_001",,,,"char_ENBARRMON",true,true,true,true,true,true,true,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common001",,,,"",true,true,true,false,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common002",,,,"",true,true,true,false,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common003",,,,"",true,true,true,false,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common004",,,,"",true,true,true,false,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common005",,,,"",false,true,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common006",,,,"",false,true,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common007",,,,"",false,true,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common008",,,,"",false,true,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common009",,,,"",true,false,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common010",,,,"",true,false,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common011",,,,"",true,false,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common012",,,,"",true,false,true,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common013",,,,"",true,true,false,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common014",,,,"",true,true,false,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common015",,,,"",true,true,false,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common016",,,,"",true,true,false,true,true,false,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common017",,,,"",true,true,true,false,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common018",,,,"",true,true,true,false,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common019",,,,"",true,true,true,false,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common020",,,,"",true,true,true,false,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common021",,,,"",false,true,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common022",,,,"",false,true,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common023",,,,"",false,true,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common024",,,,"",false,true,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common025",,,,"",true,false,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common026",,,,"",true,false,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common027",,,,"",true,false,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common028",,,,"",true,false,true,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common029",,,,"",true,true,false,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common030",,,,"",true,true,false,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common031",,,,"",true,true,false,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common032",,,,"",true,true,false,true,false,true,false,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common033",,,,"",true,true,true,false,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common034",,,,"",true,true,true,false,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common035",,,,"",true,true,true,false,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common036",,,,"",true,true,true,false,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common037",,,,"",false,true,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common038",,,,"",false,true,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common039",,,,"",false,true,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common040",,,,"",false,true,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common041",,,,"",true,false,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common042",,,,"",true,false,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common043",,,,"",true,false,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common044",,,,"",true,false,true,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common045",,,,"",true,true,false,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common046",,,,"",true,true,false,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common047",,,,"",true,true,false,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common048",,,,"",true,true,false,true,false,false,true,false,0,0,0,0,100,0,,0,100,"","","","","",""
"common049",,,,"",true,true,true,false,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common050",,,,"",true,true,true,false,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common051",,,,"",true,true,true,false,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common052",,,,"",true,true,true,false,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common053",,,,"",false,true,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common054",,,,"",false,true,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common055",,,,"",false,true,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common056",,,,"",false,true,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common057",,,,"",true,false,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common058",,,,"",true,false,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common059",,,,"",true,false,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common060",,,,"",true,false,true,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common061",,,,"",true,true,false,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common062",,,,"",true,true,false,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common063",,,,"",true,true,false,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
"common064",,,,"",true,true,false,true,false,false,false,true,0,0,0,0,100,0,,0,100,"","","","","",""
